loan_id,customer_id,loan_type,principal,interest_rate,term_months,start_date,status
LOAN301222,CUST102911,Home,48784.77,14.66,120,2020-12-26 18:02:16.357577324,Active
LOAN301223,CUST101746,Vehicle,54446.17,19.71,60,2026-03-04 02:34:07.546501398,Active
LOAN301224,CUST101625,Vehicle,53725.66,22.07,48,2020-05-28 21:36:58.873970985,Closed
LOAN301225,CUST104680,Vehicle,55687.84,20.51,24,2025-08-01 01:03:03.596516371,Closed
LOAN301226,CUST104492,Personal,74673.96,16.51,60,2019-09-28 10:11:09.208549261,Active
LOAN301227,CUST101932,Personal,36411.97,22.65,240,2021-09-06 09:07:07.156638145,Active
LOAN301228,CUST102015,Business,33484.31,16.35,48,2016-07-26 21:01:01.693631172,Active
LOAN301229,CUST101548,Personal,19068.56,17.59,24,2025-03-08 12:14:53.589550972,Active
LOAN301230,CUST100929,Home,79095.83,13.92,12,2022-09-29 13:45:18.905400991,Defaulted
LOAN301231,CUST101647,Personal,13057.37,18.01,12,2023-09-24 23:15:22.264720440,Active
LOAN301232,CUST101042,Student,104978.25,17.55,24,2023-01-23 11:04:51.728771210,Closed
LOAN301233,CUST102844,Personal,57981.3,17.52,240,2017-10-23 06:41:40.667019367,Closed
LOAN301234,CUST104868,Business,4989.74,23.12,120,2020-08-02 02:31:10.054440022,Defaulted
LOAN301235,CUST102624,Home,254758.87,10.02,12,2023-08-21 07:22:02.451869726,Active
LOAN301236,CUST103865,Vehicle,36149.94,7.62,36,2022-04-02 12:19:24.369705200,Active
LOAN301237,CUST104839,Business,40641.7,11.85,120,2022-02-18 23:19:37.854270458,Active
LOAN301238,CUST103214,Home,88593.57,22.15,84,2020-03-30 18:25:39.742587328,Active
LOAN301239,CUST100690,Home,26695.54,18.85,120,2016-11-21 07:42:40.614665270,Restructured
LOAN301240,CUST103123,Student,81591.16,18.99,240,2022-01-11 10:26:06.588563919,Active
LOAN301241,CUST103609,Student,54401.86,19.97,36,2018-05-05 17:06:13.583734035,Active
LOAN301242,CUST100085,Personal,49253.4,23.3,240,2016-10-12 22:54:49.377005339,Active
LOAN301243,CUST101496,Home,28965.88,17.41,24,2025-01-25 12:43:31.429663420,Active
LOAN301244,CUST103133,Personal,27109.62,20.25,36,2018-03-18 07:50:00.757408142,Closed
LOAN301245,CUST103151,Vehicle,17045.71,15.28,240,2017-02-27 04:32:34.422064066,Closed
LOAN301246,CUST103809,Student,115619.04,20.03,240,2016-05-12 07:14:34.267521143,Active
LOAN301247,CUST100267,Vehicle,160517.39,7.62,60,2017-03-08 21:42:26.230758429,Closed
LOAN301248,CUST103652,Student,45623.35,12.34,240,2022-06-25 17:56:18.999914885,Closed
LOAN301249,CUST100865,Home,33080.67,21.65,48,2021-07-21 19:53:57.491440296,Closed
LOAN301250,CUST101510,Vehicle,20849.2,23.67,120,2016-08-30 09:53:17.073136806,Defaulted
LOAN301251,CUST104474,Student,44433.76,23.48,12,2025-06-12 14:22:55.119290113,Active
LOAN301252,CUST102667,Home,5678.55,24.89,24,2022-09-06 10:06:57.674645662,Active
LOAN301253,CUST100387,Home,23305.88,24.28,24,2024-06-03 09:10:46.370892048,Defaulted
LOAN301254,CUST100137,Personal,66868.84,15.35,120,2020-07-27 00:17:03.810118675,Active
LOAN301255,CUST104462,Business,30415.23,14.64,240,2021-10-06 09:00:18.093418837,Active
LOAN301256,CUST101605,Personal,22321.54,23.19,48,2023-09-21 02:58:46.365159512,Active
LOAN301257,CUST103275,Personal,29765.46,14.24,36,2021-10-07 10:04:06.084225655,Active
LOAN301258,CUST102973,Business,62188.43,23.68,36,2024-02-08 23:22:17.441890717,Closed
LOAN301259,CUST102440,Vehicle,39724.0,19.14,120,2021-10-29 06:39:53.904840946,Defaulted
LOAN301260,CUST100497,Student,40325.8,8.39,60,2024-12-03 04:09:06.580715656,Closed
LOAN301261,CUST103634,Personal,175556.05,8.2,36,2020-05-05 06:57:55.289947748,Defaulted
LOAN301262,CUST104810,Vehicle,12105.91,19.32,60,2021-12-11 00:53:05.545933723,Restructured
LOAN301263,CUST101125,Business,16500.05,14.68,36,2025-07-08 14:03:59.941464186,Active
LOAN301264,CUST102253,Vehicle,99531.57,18.65,12,2021-03-12 20:47:58.828639984,Defaulted
LOAN301265,CUST100901,Business,279732.12,9.96,84,2016-07-17 23:41:05.924149275,Defaulted
LOAN301266,CUST104727,Business,28720.17,18.71,36,2017-11-14 03:07:01.185794830,Active
LOAN301267,CUST101673,Business,124755.09,16.65,60,2023-06-30 11:56:08.292019129,Active
LOAN301268,CUST104634,Home,20401.95,17.27,12,2024-07-25 12:05:52.006370544,Active
LOAN301269,CUST103459,Student,68499.48,15.12,240,2018-09-13 15:59:05.447732449,Defaulted
LOAN301270,CUST104168,Student,80225.11,7.91,120,2016-11-12 08:43:00.433503389,Closed
LOAN301271,CUST103530,Business,41650.88,17.25,36,2026-02-08 16:00:37.581476688,Closed
LOAN301272,CUST102939,Business,34556.88,22.93,36,2021-09-29 15:41:15.546982050,Active
LOAN301273,CUST101040,Business,69138.81,21.01,120,2021-11-20 14:00:19.157795191,Active
LOAN301274,CUST100957,Business,17983.23,15.42,24,2016-03-25 21:45:01.658461094,Active
LOAN301275,CUST102813,Student,35432.27,14.12,12,2020-12-31 17:53:10.447024822,Restructured
LOAN301276,CUST104439,Business,159129.08,12.39,12,2023-12-16 18:36:25.863437891,Closed
LOAN301277,CUST103915,Student,42509.35,24.31,240,2019-06-25 20:57:47.568423986,Active
LOAN301278,CUST103953,Business,43152.72,11.45,120,2017-08-27 09:25:44.179200649,Active
LOAN301279,CUST102153,Student,111341.42,16.46,12,2024-11-30 18:41:43.562787294,Active
LOAN301280,CUST101652,Personal,84303.06,12.12,240,2024-03-15 06:52:12.361037493,Active
LOAN301281,CUST101944,Student,29390.25,23.03,120,2017-08-01 04:26:28.589976311,Closed
LOAN301282,CUST102715,Vehicle,163822.62,7.97,48,2021-12-07 05:17:32.860736370,Active
LOAN301283,CUST101016,Business,171950.35,20.42,120,2021-02-03 12:03:28.527108431,Active
LOAN301284,CUST103639,Student,40280.31,8.56,24,2016-10-16 16:45:30.097587824,Closed
LOAN301285,CUST101128,Vehicle,247420.43,8.58,240,2022-03-06 21:53:57.087700367,Active
LOAN301286,CUST102901,Vehicle,41942.33,20.0,240,2017-05-18 13:51:55.676330805,Defaulted
LOAN301287,CUST103416,Student,25440.19,9.63,60,2022-05-23 16:02:29.936940193,Active
LOAN301288,CUST103508,Home,28897.57,12.54,60,2018-10-28 14:14:43.191801786,Active
LOAN301289,CUST100755,Business,39655.1,24.74,24,2016-12-26 02:46:04.605118036,Active
LOAN301290,CUST103918,Personal,32444.49,18.7,240,2021-03-30 08:29:42.892615080,Active
LOAN301291,CUST101370,Business,24931.53,21.16,24,2022-02-18 16:48:43.101907253,Defaulted
LOAN301292,CUST102134,Vehicle,37293.44,,120,2024-08-02 16:19:46.787781477,Active
LOAN301293,CUST101206,Vehicle,159447.37,11.89,120,2018-05-16 22:55:55.738918304,Defaulted
LOAN301294,CUST101646,Business,27940.89,17.68,120,2019-11-14 20:56:19.973133087,Active
LOAN301295,CUST102442,Vehicle,239156.44,12.89,48,2025-05-21 15:13:37.797699690,Active
LOAN301296,CUST102482,Personal,23321.35,,36,2021-01-05 04:43:29.904274702,Active
LOAN301297,CUST101820,Student,14212.47,17.57,24,2017-08-01 20:49:12.502851725,Closed
LOAN301298,CUST100770,Home,10887.24,17.53,120,2019-03-23 09:32:07.391345739,Defaulted
LOAN301299,CUST104959,Student,19443.28,12.53,48,2016-06-26 12:12:24.864510298,Closed
LOAN301300,CUST100356,Home,39755.61,23.3,60,2018-11-30 05:24:13.215508223,Active
LOAN301301,CUST100341,Home,64609.96,22.87,48,2019-12-20 16:17:50.077979565,Closed
LOAN301302,CUST100199,Personal,24665.36,8.54,24,2018-01-24 16:07:56.090100765,Closed
LOAN301303,CUST101448,Vehicle,45294.14,18.85,36,2022-05-19 00:16:23.000893354,Active
LOAN301304,CUST101148,Student,84198.39,24.1,24,2021-12-08 03:11:44.036216974,Active
LOAN301305,CUST100172,Home,52299.65,19.29,60,2019-05-31 19:34:32.294626951,Active
LOAN301306,CUST104647,Home,74123.91,23.4,84,2022-01-30 07:10:47.207543612,Active
LOAN301307,CUST104274,Vehicle,28754.66,19.74,120,2018-07-16 10:42:41.259874582,Active
LOAN301308,CUST101306,Personal,151403.07,12.84,12,2025-04-21 04:43:16.222710133,Defaulted
LOAN301309,CUST103408,Business,120188.11,21.82,120,2017-02-03 10:27:22.860756159,Active
LOAN301310,CUST104175,Business,100644.2,21.39,36,2016-01-24 11:05:53.768884897,Restructured
LOAN301311,CUST100069,Student,21591.52,11.43,12,2020-02-25 08:20:00.050327063,Closed
LOAN301312,CUST101042,Home,40955.29,10.59,36,2021-05-22 09:00:35.710517645,Active
LOAN301313,CUST100491,Vehicle,19052.35,16.03,84,2020-07-04 01:37:11.999360800,Active
LOAN301314,CUST100955,Home,22755.56,24.65,60,2018-01-19 12:11:49.112720251,Defaulted
LOAN301315,CUST104876,Student,100064.95,13.49,12,2024-12-19 23:44:17.808667660,Active
LOAN301316,CUST104113,Home,14819.88,22.72,12,2021-09-15 13:21:24.961709976,Active
LOAN301317,CUST104091,Student,35821.11,23.1,36,2017-07-02 14:13:38.649611712,Closed
LOAN301318,CUST102810,Business,94973.1,12.97,84,2018-09-27 02:19:31.678790808,Active
LOAN301319,CUST102887,Personal,11964.72,19.52,240,2018-06-21 07:31:29.188654423,Closed
LOAN301320,CUST100581,Student,68518.24,13.76,240,2024-03-21 08:36:40.964842796,Closed
LOAN301321,CUST104052,Student,33819.41,9.4,12,2020-12-21 01:14:51.102163076,Defaulted
LOAN301322,CUST102346,Home,23348.84,8.62,84,2023-11-14 08:24:46.581531286,Active
LOAN301323,CUST102872,Business,52395.85,14.8,60,2025-01-05 01:02:31.880092144,Closed
LOAN301324,CUST100585,Personal,18433.35,8.03,12,2016-10-05 15:05:30.555896282,Active
LOAN301325,CUST104215,Student,17749.68,7.71,36,2024-02-24 04:23:58.755321980,Active
LOAN301326,CUST104935,Business,25801.03,9.21,48,2018-06-15 09:58:23.916255951,Active
LOAN301327,CUST101092,Home,32427.89,20.64,48,2024-07-26 19:53:24.618525743,Active
LOAN301328,CUST104078,Personal,193030.25,8.19,240,2021-12-23 03:58:09.571501017,Active
LOAN301329,CUST104330,Student,156181.43,18.02,120,2019-01-13 17:07:38.532970666,Defaulted
LOAN301330,CUST102112,Home,14508.55,22.14,24,2018-01-02 13:41:56.820415735,Active
LOAN301331,CUST100390,Business,36504.23,,240,2022-11-22 12:21:42.932780504,Active
LOAN301332,CUST104092,Vehicle,21550.01,19.89,12,2023-12-15 17:27:04.836670399,Closed
LOAN301333,CUST104712,Home,12173.24,18.48,36,2018-04-29 00:43:02.310096979,Closed
LOAN301334,CUST104341,Vehicle,39886.02,20.31,120,2020-05-27 08:09:03.405067921,Active
LOAN301335,CUST104720,Home,46823.99,9.8,48,2017-06-21 15:05:18.361218452,Closed
LOAN301336,CUST100942,Student,22288.84,14.75,84,2018-01-31 07:39:57.693546534,Active
LOAN301337,CUST100930,Business,64655.52,10.72,24,2023-03-12 12:28:00.339167595,Active
LOAN301338,CUST104146,Business,53226.57,21.99,60,2019-06-29 03:10:47.300203800,Active
LOAN301339,CUST104343,Business,172660.36,24.46,36,2025-10-04 18:59:06.724077463,Active
LOAN301340,CUST102571,Home,25977.04,12.81,24,2022-07-04 08:50:17.148949146,Closed
LOAN301341,CUST104871,Home,48641.7,9.48,12,2024-09-03 16:24:38.875352144,Defaulted
LOAN301342,CUST101017,Home,23203.38,20.41,84,2023-05-29 14:44:33.748463869,Closed
LOAN301343,CUST103506,Personal,22568.19,16.31,240,2024-09-14 16:12:18.607764006,Closed
LOAN301344,CUST103730,Personal,70658.45,20.76,36,2025-10-24 15:09:07.745779514,Closed
LOAN301345,CUST104942,Business,42054.59,23.98,120,2020-06-29 15:37:55.401521206,Active
LOAN301346,CUST103470,Home,5272.36,10.96,84,2022-09-24 18:20:24.805171490,Active
LOAN301347,CUST103926,Home,62834.25,21.08,36,2026-04-11 16:43:15.234355450,Closed
LOAN301348,CUST103441,Student,113242.64,20.18,48,2023-01-10 16:44:51.441085100,Active
LOAN301349,CUST103757,Home,10191.38,24.47,120,2019-08-24 11:24:15.867734194,Active
LOAN301350,CUST102935,Student,72933.87,13.22,84,2020-03-05 19:39:14.447387457,Active
LOAN301351,CUST102433,Personal,107303.13,15.06,48,2023-10-04 05:10:58.915029526,Active
LOAN301352,CUST103721,Business,32183.27,8.42,120,2021-07-14 01:57:08.864901066,Closed
LOAN301353,CUST102047,Vehicle,139052.99,12.61,12,2016-12-15 22:01:29.258867979,Active
LOAN301354,CUST102388,Vehicle,35689.97,20.8,120,2020-11-12 15:26:21.239315271,Active
LOAN301355,CUST104981,Student,25361.35,16.51,48,2025-08-06 10:43:48.504665375,Active
LOAN301356,CUST100944,Student,16340.09,15.55,48,2020-03-26 08:20:10.671878099,Active
LOAN301357,CUST104772,Vehicle,8822.24,12.7,84,2017-05-05 10:52:56.350579977,Closed
LOAN301358,CUST104639,Student,15018.42,21.45,120,2016-07-09 04:47:02.920552969,Closed
LOAN301359,CUST101024,Personal,33345.67,10.48,60,2020-05-08 11:34:37.786975861,Restructured
LOAN301360,CUST101924,Home,91025.95,13.21,48,2025-12-26 12:20:06.174438000,Active
LOAN301361,CUST103769,Home,54771.2,21.88,36,2025-05-16 19:36:43.393432617,Active
LOAN301362,CUST101709,Business,81277.59,21.69,36,2020-08-20 10:14:13.717021465,Closed
LOAN301363,CUST101409,Personal,154406.88,18.01,120,2024-11-23 11:36:56.667069435,Active
LOAN301364,CUST103017,Business,28880.43,15.5,84,2024-06-29 08:50:35.476363182,Active
LOAN301365,CUST101297,Business,79363.29,24.13,60,2016-04-15 04:58:19.369389057,Active
LOAN301366,CUST100122,Business,15736.12,14.28,240,2017-09-20 00:51:05.540634871,Closed
LOAN301367,CUST100894,Student,11649.67,17.24,48,2026-01-07 14:37:03.333847046,Active
LOAN301368,CUST100123,Vehicle,25786.67,16.04,60,2018-04-22 14:09:35.133826016,Defaulted
LOAN301369,CUST102880,Home,59149.55,16.83,120,2025-11-23 07:58:25.811166525,Active
LOAN301370,CUST104632,Personal,55337.7,19.18,48,2018-08-20 02:21:38.205809116,Active
LOAN301371,CUST101167,Business,53957.61,22.45,36,2021-12-29 14:53:10.475535393,Active
LOAN301372,CUST104345,Vehicle,27178.56,8.06,240,2022-11-30 08:58:05.902889252,Closed
LOAN301373,CUST100529,Personal,22810.37,22.77,24,2025-04-23 04:29:37.311063528,Active
LOAN301374,CUST104837,Student,17026.91,18.06,240,2025-04-23 12:41:47.056189299,Closed
LOAN301375,CUST100314,Business,30054.48,22.41,60,2017-11-21 18:43:49.558189392,Closed
LOAN301376,CUST100957,Personal,57281.18,12.04,24,2019-10-05 23:18:44.039840460,Active
LOAN301377,CUST102036,Personal,3900.75,8.5,24,2022-10-17 21:48:07.316138506,Closed
LOAN301378,CUST104578,Personal,27844.62,15.76,12,2018-05-31 09:21:29.371178865,Active
LOAN301379,CUST100525,Home,8424.82,11.0,24,2017-05-26 17:24:48.411503553,Active
LOAN301380,CUST103488,Home,10070.88,18.8,60,2018-08-23 18:17:03.004557610,Active
LOAN301381,CUST103807,Vehicle,40811.01,8.25,48,2025-10-25 08:27:39.093777418,Defaulted
LOAN301382,CUST103792,Home,11765.65,23.14,84,2024-03-20 13:06:40.989894390,Closed
LOAN301383,CUST103254,Student,26685.3,18.23,84,2022-05-21 04:46:26.321220636,Closed
LOAN301384,CUST102565,Student,59797.78,16.8,24,2023-08-13 01:14:43.614617825,Closed
LOAN301385,CUST102106,Business,35837.23,12.09,12,2018-10-05 00:18:17.702637434,Closed
LOAN301386,CUST103412,Student,38884.52,8.77,48,2021-08-20 02:03:32.486062765,Active
LOAN301387,CUST103277,Personal,55467.09,11.59,24,2018-12-02 20:43:48.395431042,Restructured
LOAN301388,CUST102795,Student,7219.53,10.9,36,2023-01-16 05:34:03.103740692,Closed
LOAN301389,CUST101954,Personal,7876.27,21.32,84,2020-01-10 02:27:10.907477379,Closed
LOAN301390,CUST104346,Personal,29781.64,21.79,120,2019-01-23 14:57:36.803027153,Closed
LOAN301391,CUST100102,Vehicle,37319.16,20.42,12,2023-03-13 05:18:34.322961330,Active
LOAN301392,CUST100569,Home,55911.82,24.62,60,2016-10-19 19:44:06.398837805,Restructured
LOAN301393,CUST102434,Home,45160.42,12.47,84,2023-01-11 08:50:00.286392212,Active
LOAN301394,CUST104181,Student,106995.3,9.99,36,2020-10-17 01:00:24.225994825,Active
LOAN301395,CUST100259,Business,51754.86,13.58,60,2022-03-08 03:01:45.717348099,Closed
LOAN301396,CUST100072,Business,40194.97,8.16,84,2017-12-09 14:39:24.330293894,Active
LOAN301397,CUST101791,Home,19670.14,18.0,24,2022-08-17 03:58:37.433842897,Active
LOAN301398,CUST102840,Student,106689.03,19.65,24,2017-10-07 00:20:40.963239431,Closed
LOAN301399,CUST102691,Vehicle,19623.84,22.17,36,2025-11-28 06:25:52.655299187,Active
LOAN301400,CUST100507,Home,11298.74,21.21,36,2025-02-21 14:17:13.101396084,Active
LOAN301401,CUST101401,Personal,6618.24,10.87,48,2016-04-22 00:35:06.561057806,Active
LOAN301402,CUST102185,Personal,272244.47,24.14,60,2021-10-20 14:35:00.076513767,Active
LOAN301403,CUST102111,Home,32130.13,11.72,60,2021-04-08 15:03:09.665915966,Active
LOAN301404,CUST103143,Student,168936.14,13.4,60,2022-12-27 09:43:21.361464977,Closed
LOAN301405,CUST100807,Business,16358.15,14.56,240,2020-11-30 20:16:22.912362337,Closed
LOAN301406,CUST103050,Student,23840.31,10.16,240,2016-04-09 02:22:01.874683857,Closed
LOAN301407,CUST103118,Home,35471.98,16.33,120,2024-04-12 13:06:34.318334341,Active
LOAN301408,CUST102501,Student,15814.12,13.38,120,2016-03-15 20:45:00.235906124,Closed
LOAN301409,CUST102134,Student,67630.08,7.76,12,2018-09-01 09:25:53.894736290,Active
LOAN301410,CUST103610,Home,226165.71,18.06,36,2025-10-05 17:48:13.171423674,Closed
LOAN301411,CUST102312,Personal,68496.41,17.6,84,2022-12-30 03:38:25.806944847,Defaulted
LOAN301412,CUST100515,Business,8688.44,18.62,120,2025-01-11 14:32:51.173900604,Active
LOAN301413,CUST103553,Business,34761.02,22.14,36,2016-03-21 16:42:33.688300133,Closed
LOAN301414,CUST101102,Personal,149404.6,8.31,84,2023-04-22 01:25:26.485703468,Active
LOAN301415,CUST101289,Personal,165824.88,11.66,24,2022-10-09 01:16:56.520182133,Active
LOAN301416,CUST104087,Home,17597.96,14.27,120,2021-01-12 20:44:29.451602459,Active
LOAN301417,CUST101214,Home,69483.37,13.98,48,2022-08-04 13:50:03.865684509,Active
LOAN301418,CUST104828,Business,63140.74,11.07,36,2025-07-17 04:56:13.739318371,Closed
LOAN301419,CUST101738,Business,292230.74,14.09,48,2023-07-19 18:45:10.091673136,Closed
LOAN301420,CUST101893,Vehicle,18384.8,10.33,12,2023-03-26 01:51:57.227343082,Active
LOAN301421,CUST104985,Home,26491.03,15.1,60,2026-01-30 09:37:13.235652447,Restructured
LOAN301422,CUST104783,Vehicle,26036.23,14.27,60,2021-11-12 22:01:37.335797787,Closed
LOAN301423,CUST102251,Personal,42919.21,9.74,48,2017-07-30 10:58:42.324023724,Closed
LOAN301424,CUST103172,Student,40880.68,13.32,24,2019-01-05 19:21:54.239248276,Closed
LOAN301425,CUST100756,Personal,35350.19,23.89,84,2017-08-23 03:12:13.334825754,Active
LOAN301426,CUST100339,Student,75564.24,21.98,24,2020-03-03 04:49:10.931026936,Active
LOAN301427,CUST102163,Business,51515.11,20.64,84,2025-01-25 15:05:38.414982796,Active
LOAN301428,CUST100958,Business,38322.97,,120,2026-03-20 12:17:58.388680696,Closed
LOAN301429,CUST103462,Personal,34387.3,17.86,120,2023-09-20 17:56:15.221671343,Closed
LOAN301430,CUST104306,Home,45949.9,19.09,12,2026-03-28 06:53:55.236378193,Restructured
LOAN301431,CUST104981,Vehicle,48438.65,16.32,120,2021-09-18 16:44:10.383276463,Active
LOAN301432,CUST102778,Business,63584.95,20.84,48,2016-07-29 14:56:10.951881647,Active
LOAN301433,CUST104349,Personal,79270.18,10.84,120,2025-10-06 08:35:05.662477493,Active
LOAN301434,CUST104640,Business,32117.85,20.91,240,2025-11-01 02:25:27.085810184,Defaulted
LOAN301435,CUST104319,Home,41953.04,17.96,84,2019-05-31 08:18:33.966446877,Active
LOAN301436,CUST104212,Vehicle,32097.42,12.1,48,2020-07-23 21:22:05.981099367,Closed
LOAN301437,CUST100762,Student,11403.97,9.34,12,2021-08-16 08:20:50.422693729,Closed
LOAN301438,CUST101257,Personal,32480.67,9.25,36,2017-12-08 14:28:49.738119364,Active
LOAN301439,CUST103130,Business,37973.86,15.51,60,2024-02-29 11:53:02.728798151,Closed
LOAN301440,CUST101660,Business,33072.27,13.88,240,2021-07-26 00:47:11.093695879,Active
LOAN301441,CUST100953,Personal,27273.22,16.38,84,2022-05-07 02:30:16.010260344,Active
LOAN301442,CUST102831,Personal,11699.09,8.02,12,2018-09-01 11:01:10.706323385,Closed
LOAN301443,CUST102018,Student,38736.16,24.38,24,2016-08-14 08:20:00.316882610,Closed
LOAN301444,CUST101414,Business,50468.8,24.06,120,2021-10-06 14:13:06.160976648,Active
LOAN301445,CUST102244,Business,33640.31,10.33,240,2025-06-28 08:01:45.277279854,Active
LOAN301446,CUST100451,Vehicle,19578.09,19.64,240,2017-10-17 13:58:27.432872534,Active
LOAN301447,CUST101770,Vehicle,60311.72,24.49,48,2020-09-28 10:52:23.747480392,Defaulted
LOAN301448,CUST100581,Student,7536.73,12.42,36,2022-12-20 07:47:21.289147615,Restructured
LOAN301449,CUST101317,Vehicle,60997.53,18.27,84,2022-06-02 16:14:40.342479944,Closed
LOAN301450,CUST101069,Student,125126.97,16.14,12,2021-02-23 07:52:57.058258057,Closed
LOAN301451,CUST104658,Business,302163.02,20.56,48,2025-01-13 02:09:30.188847542,Closed
LOAN301452,CUST103167,Personal,38764.29,22.02,120,2018-11-29 23:08:19.153885841,Closed
LOAN301453,CUST103367,Home,24960.48,21.18,12,2024-03-23 15:44:21.902045250,Active
LOAN301454,CUST104974,Personal,28649.87,8.81,48,2026-04-02 00:57:10.053963900,Active
LOAN301455,CUST102540,Personal,12165.13,11.59,60,2018-05-16 20:45:41.460286379,Closed
LOAN301456,CUST101975,Business,40332.94,23.54,120,2024-03-28 13:32:32.311096907,Defaulted
LOAN301457,CUST100227,Personal,13917.52,16.31,60,2021-04-14 19:50:06.164226294,Active
LOAN301458,CUST100310,Home,243851.7,22.32,84,2022-11-23 07:33:44.200211763,Active
LOAN301459,CUST100663,Home,15511.99,23.99,60,2024-05-05 17:23:42.937237740,Closed
LOAN301460,CUST101409,Personal,28441.78,18.3,48,2018-03-28 04:15:30.958112478,Closed
LOAN301461,CUST103875,Business,16585.67,18.35,36,2025-11-24 18:14:43.347108126,Defaulted
LOAN301462,CUST102223,Business,7999.57,18.59,36,2022-10-27 04:25:52.317117214,Active
LOAN301463,CUST101931,Personal,47201.98,21.42,120,2025-11-22 01:50:57.116823196,Active
LOAN301464,CUST103581,Business,33980.12,18.76,84,2023-05-01 06:56:36.159062386,Active
LOAN301465,CUST101557,Home,86467.51,14.99,120,2020-05-10 00:03:44.922820330,Active
LOAN301466,CUST104971,Student,43527.8,12.38,24,2021-11-19 13:37:28.240318298,Active
LOAN301467,CUST103113,Business,8142.07,20.2,120,2024-11-20 04:06:36.397723675,Closed
LOAN301468,CUST102251,Vehicle,12882.52,11.04,48,2026-04-19 06:22:51.955534935,Closed
LOAN301469,CUST104562,Personal,21981.42,17.16,36,2016-03-07 07:45:59.446786880,Closed
LOAN301470,CUST102241,Student,80544.52,15.72,84,2017-02-10 13:12:08.782746792,Active
LOAN301471,CUST101140,Home,30540.29,10.27,36,2017-12-07 04:00:44.415296078,Active
LOAN301472,CUST103937,Home,13044.83,12.69,24,2016-05-29 14:09:16.122539282,Defaulted
LOAN301473,CUST103279,Vehicle,10060.18,16.81,48,2021-10-12 03:40:43.502254725,Active
LOAN301474,CUST103845,Business,16084.53,10.58,24,2018-06-25 22:02:13.593897104,Defaulted
LOAN301475,CUST103839,Home,57853.76,14.44,48,2022-12-30 03:37:31.959953308,Closed
LOAN301476,CUST102181,Home,39342.47,20.65,48,2020-04-21 04:41:25.094143152,Restructured
LOAN301477,CUST100220,Home,74846.59,13.15,240,2025-01-26 07:17:28.353541374,Active
LOAN301478,CUST100032,Personal,66495.13,22.38,12,2017-03-24 09:00:44.005547523,Defaulted
LOAN301479,CUST103876,Personal,39231.16,,24,2020-03-14 22:14:25.705377102,Active
LOAN301480,CUST104542,Personal,65711.3,13.82,48,2023-07-19 02:05:59.550655842,Active
LOAN301481,CUST104511,Personal,37317.36,24.12,48,2022-11-19 05:47:08.255013227,Active
LOAN301482,CUST102341,Vehicle,55225.92,14.84,24,2024-04-27 09:21:17.418774128,Active
LOAN301483,CUST103702,Business,41646.51,22.89,36,2019-05-09 22:08:58.169070959,Closed
LOAN301484,CUST101543,Home,19762.45,17.06,36,2024-10-28 16:28:36.751243591,Active
LOAN301485,CUST104123,Business,69951.49,15.12,120,2020-04-15 23:43:09.815066338,Closed
LOAN301486,CUST102584,Vehicle,36885.82,19.46,24,2022-12-16 14:42:35.706240892,Active
LOAN301487,CUST102230,Home,110453.83,14.94,60,2023-08-08 09:00:48.068366289,Closed
LOAN301488,CUST100024,Student,21325.97,8.2,84,2022-06-20 15:09:18.624031544,Closed
LOAN301489,CUST100095,Student,26549.48,21.53,12,2025-07-25 12:52:14.837772846,Closed
LOAN301490,CUST101137,Business,7990.28,22.72,240,2023-02-28 17:53:58.846720695,Active
LOAN301491,CUST100817,Student,33810.46,19.21,36,2021-12-22 00:26:01.186317205,Closed
LOAN301492,CUST102871,Vehicle,17962.75,20.6,84,2026-01-15 05:40:47.588741064,Active
LOAN301493,CUST103657,Personal,27032.02,19.62,36,2021-06-17 10:05:47.587222099,Closed
LOAN301494,CUST101139,Home,110683.14,18.59,12,2026-03-24 10:26:44.874376059,Active
LOAN301495,CUST103889,Business,29092.69,15.65,36,2020-04-30 23:51:29.184285164,Active
LOAN301496,CUST100686,Home,91500.65,,240,2020-03-28 03:06:40.229794502,Active
LOAN301497,CUST104092,Personal,80252.19,23.01,120,2025-01-11 00:32:04.711193085,Closed
LOAN301498,CUST100309,Student,12092.28,19.9,24,2019-12-28 20:30:58.394659519,Active
LOAN301499,CUST104800,Vehicle,68718.86,14.34,12,2017-08-30 06:29:00.277169228,Closed
LOAN301500,CUST103052,Home,120221.23,20.16,120,2026-02-09 02:40:53.739285469,Defaulted
LOAN301501,CUST100957,Business,11636.08,23.54,12,2019-10-14 11:24:54.641667366,Restructured
LOAN301502,CUST104610,Vehicle,13351.01,19.15,84,2024-03-28 09:11:53.978368998,Active
LOAN301503,CUST102757,Business,94072.06,16.94,84,2021-01-10 01:03:00.789695501,Restructured
LOAN301504,CUST104369,Vehicle,58343.38,23.23,48,2021-04-11 07:50:29.383371353,Restructured
LOAN301505,CUST102698,Business,37312.8,15.0,60,2020-04-04 12:05:41.736352444,Closed
LOAN301506,CUST102208,Vehicle,46119.71,21.18,48,2023-08-02 10:43:14.739165068,Active
LOAN301507,CUST104937,Personal,76872.09,13.24,48,2021-07-04 15:43:32.365586281,Active
LOAN301508,CUST101515,Vehicle,79431.91,20.17,48,2022-08-10 00:51:34.573972225,Closed
LOAN301509,CUST101610,Business,7594.12,10.03,12,2025-04-20 16:38:01.458991528,Closed
